Name,PTS,FGM,FGA,PM3,PA3,AST,Game_day,Team
Moses Moody,2,1,2,0,1,0,2021-11-12,GSW
Andre Iguodala,8,3,4,0,1,3,2021-11-12,GSW
Stephen Curry,40,15,24,9,17,5,2021-11-12,GSW
Otto Porter Jr.,5,2,5,1,4,1,2021-11-12,GSW
Gary Payton II,8,3,6,0,3,0,2021-11-12,GSW
Jonathan Kuminga,8,4,6,0,1,1,2021-11-12,GSW
Juan Toscano-Anderson,0,0,1,0,0,1,2021-11-12,GSW
Kevon Looney,4,1,5,0,0,1,2021-11-12,GSW
Kenyon Martin Jr.,6,2,4,1,1,1,2021-11-12,HOU
Josh Christopher,0,0,0,0,0,0,2021-11-12,HOU
Christian Wood,8,4,15,0,6,1,2021-11-12,HOU
Daniel Theis,9,4,9,1,5,1,2021-11-12,BOS
Kevin Porter Jr.,18,7,14,1,4,5,2021-11-12,HOU
Jalen Green,9,3,9,1,2,2,2021-11-12,HOU
Eric Gordon,11,4,12,1,7,1,2021-11-12,HOU
D.J. Augustin,0,0,1,0,1,0,2021-11-12,LAL
Danuel House Jr.,5,1,5,0,1,1,2021-11-12,UTA
Alperen Sengun,12,4,6,1,1,0,2021-11-12,HOU
Jae'Sean Tate,14,5,10,1,4,1,2021-11-12,HOU
Rajon Rondo,7,3,8,1,4,8,2021-11-12,CLE
Avery Bradley,5,2,6,1,3,1,2021-11-12,LAL
Anthony Davis,22,7,13,0,1,2,2021-11-12,LAL
Kent Bazemore,0,0,4,0,3,0,2021-11-12,LAL
Sekou Doumbouya,4,1,4,0,1,0,2021-11-12,LAL
Russell Westbrook,20,7,11,2,4,3,2021-11-12,LAL
Wayne Ellington,6,2,8,2,7,0,2021-11-12,LAL
Malik Monk,7,3,11,1,7,2,2021-11-12,LAL
Dwight Howard,9,3,5,1,3,0,2021-11-12,LAL
Carmelo Anthony,3,1,12,1,8,1,2021-11-12,LAL
George Hill,16,7,16,2,9,3,2021-11-12,MIL
Rodney Hood,3,1,2,1,1,0,2021-11-12,LAC
Grayson Allen,21,6,16,5,9,0,2021-11-12,MIL
Jordan Nwora,11,4,8,3,5,3,2021-11-12,MIL
Thanasis Antetokounmpo,6,3,3,0,0,0,2021-11-12,MIL
Jrue Holiday,17,6,25,1,12,13,2021-11-12,MIL
Bobby Portis,22,10,15,1,4,2,2021-11-12,MIL
Pat Connaughton,15,6,10,3,7,1,2021-11-12,MIL
Semi Ojeleye,2,1,3,0,0,1,2021-11-12,LAC
Patrick Beverley,11,5,6,0,1,4,2021-11-12,MIN
Taurean Prince,0,0,0,0,0,1,2021-11-12,MIN
Jordan McLaughlin,0,0,1,0,0,3,2021-11-12,MIN
Naz Reid,12,6,12,0,3,1,2021-11-12,MIN
Leandro Bolmaro,0,0,0,0,0,0,2021-11-12,MIN
Nathan Knight,2,0,0,0,0,0,2021-11-12,MIN
Jake Layman,0,0,1,0,0,0,2021-11-12,MIN
D'Angelo Russell,22,8,19,5,9,7,2021-11-12,MIN
Karl-Anthony Towns,29,11,17,4,8,2,2021-11-12,MIN
Josh Okogie,2,0,1,0,0,1,2021-11-12,MIN
Jaden McDaniels,9,4,10,1,4,1,2021-11-12,MIN
Jaylen Nowell,2,1,2,0,0,0,2021-11-12,MIN
Malik Beasley,5,2,10,1,7,1,2021-11-12,MIN
Jarred Vanderbilt,4,2,4,0,0,2,2021-11-12,MIN
Anthony Edwards,9,4,11,1,5,1,2021-11-12,MIN
Paul Millsap,2,1,1,0,0,0,2021-11-12,PHI
Kevin Durant,28,11,17,3,3,8,2021-11-12,BKN
James Harden,39,11,18,6,10,12,2021-11-12,PHI
Bruce Brown,6,2,5,1,1,0,2021-11-12,BKN
LaMarcus Aldridge,7,2,6,0,0,1,2021-11-12,BKN
Joe Harris,24,9,12,6,8,0,2021-11-12,BKN
DeAndre' Bembry,0,0,2,0,0,1,2021-11-12,MIL
Jevon Carter,6,2,5,2,4,1,2021-11-12,MIL
Blake Griffin,8,3,12,0,5,3,2021-11-12,BKN
Patty Mills,0,0,4,0,3,1,2021-11-12,BKN
RJ Barrett,2,1,9,0,2,0,2021-11-12,NYK
Derrick Rose,8,3,6,1,3,2,2021-11-12,NYK
Taj Gibson,3,1,4,0,0,0,2021-11-12,NYK
Alec Burks,15,6,12,3,6,3,2021-11-12,NYK
Immanuel Quickley,9,3,8,3,7,2,2021-11-12,NYK
Obi Toppin,7,3,9,0,0,1,2021-11-12,NYK
Kemba Walker,26,9,19,4,9,3,2021-11-12,NYK
Evan Fournier,5,2,6,1,3,1,2021-11-12,NYK
Julius Randle,10,4,15,1,5,5,2021-11-12,NYK
Mitchell Robinson,11,4,5,0,0,0,2021-11-12,NYK
Jae Crowder,17,6,10,5,8,0,2021-11-12,PHX
Cameron Payne,10,4,13,2,5,2,2021-11-12,PHX
Abdel Nader,10,4,5,2,2,1,2021-11-12,PHX
Jalen Smith,0,0,1,0,0,0,2021-11-12,IND
Chris Paul,15,6,12,0,2,12,2021-11-12,PHX
Frank Kaminsky,8,4,7,0,1,1,2021-11-12,PHX
Mikal Bridges,13,5,7,3,3,1,2021-11-12,PHX
Cameron Johnson,12,4,7,3,6,1,2021-11-12,PHX
Devin Booker,17,7,17,1,5,7,2021-11-12,PHX
JaVale McGee,9,4,6,0,0,0,2021-11-12,PHX
Landry Shamet,8,2,9,2,5,3,2021-11-12,PHX
Larry Nance Jr.,9,3,7,0,2,2,2021-11-12,NOP
Tony Snell,3,1,2,1,2,1,2021-11-12,NOP
Cody Zeller,9,2,2,0,0,0,2021-11-12,POR
Robert Covington,6,2,8,2,7,0,2021-11-12,LAC
Norman Powell,7,3,9,0,2,1,2021-11-12,LAC
CJ McCollum,17,7,21,1,4,5,2021-11-12,NOP
Anfernee Simons,8,3,9,2,6,1,2021-11-12,POR
Nassir Little,13,6,10,1,4,2,2021-11-12,POR
Damian Lillard,20,6,16,4,9,7,2021-11-12,POR
Jusuf Nurkic,12,1,3,0,0,2,2021-11-12,POR
Harrison Barnes,21,8,14,1,2,0,2021-11-12,SAC
Tristan Thompson,6,3,7,0,0,0,2021-11-12,CHI
Maurice Harkless,0,0,2,0,2,0,2021-11-12,SAC
Buddy Hield,14,5,12,4,9,5,2021-11-12,IND
De'Aaron Fox,16,5,14,2,7,5,2021-11-12,SAC
Richaun Holmes,16,7,9,0,0,1,2021-11-12,SAC
Chimezie Metu,14,4,12,3,8,0,2021-11-12,SAC
Terence Davis,3,1,6,1,5,0,2021-11-12,SAC
Tyrese Haliburton,8,3,13,2,6,7,2021-11-12,IND
Davion Mitchell,5,2,6,1,2,2,2021-11-12,SAC
Thaddeus Young,9,4,7,0,0,5,2021-11-12,TOR
Doug McDermott,14,5,7,4,5,3,2021-11-12,SAS
Bryn Forbes,5,2,4,1,2,2,2021-11-12,DEN
Derrick White,5,2,5,1,2,5,2021-11-12,BOS
Tre Jones,4,2,4,0,1,3,2021-11-12,SAS
Dejounte Murray,15,7,14,0,2,4,2021-11-12,SAS
Lonnie Walker IV,10,3,11,1,6,2,2021-11-12,SAS
Keldon Johnson,15,5,14,3,6,2,2021-11-12,SAS
Devin Vassell,20,6,11,3,6,1,2021-11-12,SAS
Drew Eubanks,12,5,7,0,0,3,2021-11-12,POR
Derrick Favors,6,3,6,0,0,0,2021-11-12,OKC
Shai Gilgeous-Alexander,22,9,24,2,8,3,2021-11-12,OKC
Darius Bazley,15,6,8,2,3,0,2021-11-12,OKC
Luguentz Dort,22,9,18,2,8,1,2021-11-12,OKC
Ty Jerome,2,1,4,0,1,0,2021-11-12,OKC
Aleksej Pokusevski,1,0,5,0,2,2,2021-11-12,OKC
Mike Muscala,7,2,4,1,3,0,2021-11-12,OKC
Jeremiah Robinson-Earl,2,1,9,0,1,1,2021-11-12,OKC
Josh Giddey,7,3,8,1,1,5,2021-11-12,OKC
Kenrich Williams,9,3,5,1,2,0,2021-11-12,OKC
Tre Mann,12,5,8,1,1,1,2021-11-12,OKC
Steven Adams,5,2,6,0,0,1,2021-11-12,MEM
Kyle Anderson,4,1,4,0,1,1,2021-11-12,MEM
De'Anthony Melton,3,1,5,1,3,1,2021-11-12,MEM
Xavier Tillman,2,1,3,0,2,1,2021-11-12,MEM
Desmond Bane,9,4,13,1,4,1,2021-11-12,MEM
Sam Merrill,3,1,3,1,3,1,2021-11-12,MEM
Yves Pons,0,0,1,0,0,0,2021-11-12,MEM
Santi Aldama,2,1,5,0,2,1,2021-11-12,MEM
Jaren Jackson Jr.,19,7,18,2,6,1,2021-11-12,MEM
Ja Morant,26,10,19,0,2,6,2021-11-12,MEM
Brandon Clarke,8,4,7,0,1,2,2021-11-12,MEM
John Konchar,4,1,4,1,3,1,2021-11-12,MEM
Tyus Jones,7,3,5,1,2,2,2021-11-12,MEM
Ziaire Williams,2,1,5,0,4,0,2021-11-12,MEM
Cory Joseph,7,3,3,0,0,2,2021-11-12,DET
Rodney McGruder,5,2,4,1,2,0,2021-11-12,DET
Trey Lyles,2,1,4,0,2,0,2021-11-12,SAC
Killian Hayes,5,2,9,1,2,5,2021-11-12,DET
Saddiq Bey,4,1,12,0,5,2,2021-11-12,DET
Luka Garza,5,2,4,0,1,2,2021-11-12,DET
Cade Cunningham,9,4,8,1,3,3,2021-11-12,DET
Isaiah Stewart,2,1,5,0,1,0,2021-11-12,DET
Frank Jackson,12,4,8,2,5,2,2021-11-12,DET
Jerami Grant,16,5,12,2,4,1,2021-11-12,DET
Josh Jackson,11,4,10,2,5,1,2021-11-12,SAC
Nick Richards,5,2,3,0,0,0,2021-11-12,CHA
Kelly Oubre Jr.,12,4,13,4,10,0,2021-11-12,CHA
Jalen McDaniels,5,2,4,1,3,1,2021-11-12,CHA
LaMelo Ball,12,4,13,0,5,9,2021-11-12,CHA
Mason Plumlee,6,3,6,0,0,1,2021-11-12,CHA
Gordon Hayward,22,9,17,0,2,7,2021-11-12,CHA
Ish Smith,0,0,0,0,0,0,2021-11-12,WAS
Terry Rozier,18,7,13,2,5,3,2021-11-12,CHA
Miles Bridges,24,8,17,3,10,4,2021-11-12,CHA
Cody Martin,0,0,4,0,1,0,2021-11-12,CHA
Justise Winslow,0,0,0,0,0,0,2021-11-11,POR
Eric Bledsoe,21,9,16,2,6,3,2021-11-11,LAC
Nicolas Batum,6,2,4,2,4,3,2021-11-11,LAC
Reggie Jackson,22,7,17,2,8,2,2021-11-11,LAC
Ivica Zubac,18,7,10,0,0,1,2021-11-11,LAC
Paul George,27,11,25,3,9,5,2021-11-11,LAC
Luke Kennard,12,5,12,2,8,3,2021-11-11,LAC
Isaiah Hartenstein,6,2,4,0,0,1,2021-11-11,LAC
Terance Mann,0,0,3,0,2,2,2021-11-11,LAC
P.J. Tucker,6,3,5,0,0,0,2021-11-11,MIA
Bam Adebayo,30,12,18,0,0,0,2021-11-11,MIA
Duncan Robinson,6,2,13,2,11,3,2021-11-11,MIA
Tyler Herro,23,10,23,0,6,3,2021-11-11,MIA
Kyle Lowry,25,9,17,4,10,5,2021-11-11,MIA
Dewayne Dedmon,2,0,0,0,0,0,2021-11-11,MIA
Caleb Martin,7,3,7,1,2,1,2021-11-11,MIA
Gabe Vincent,4,2,6,0,4,6,2021-11-11,MIA
Max Strus,6,2,8,2,8,0,2021-11-11,MIA
Chris Duarte,11,5,14,1,4,0,2021-11-11,IND
Jeremy Lamb,4,1,3,0,2,1,2021-11-11,SAC
Justin Holiday,6,2,7,2,7,0,2021-11-11,SAC
Myles Turner,13,5,6,3,3,1,2021-11-11,IND
Torrey Craig,4,2,5,0,2,1,2021-11-11,PHX
Domantas Sabonis,6,2,10,0,1,5,2021-11-11,SAC
Goga Bitadze,2,1,1,0,0,0,2021-11-11,IND
T.J. McConnell,21,10,14,1,1,5,2021-11-11,IND
Malcolm Brogdon,30,10,23,2,7,4,2021-11-11,IND
Kelan Martin,14,5,13,2,4,2,2021-11-11,BOS
Paul Reed,4,2,2,0,0,0,2021-11-11,PHI
Andre Drummond,4,2,8,0,0,3,2021-11-11,BKN
Danny Green,6,2,4,2,4,1,2021-11-11,PHI
Tobias Harris,19,7,18,1,6,7,2021-11-11,PHI
Seth Curry,15,4,12,2,5,4,2021-11-11,BKN
Georges Niang,7,3,8,1,4,4,2021-11-11,PHI
Furkan Korkmaz,9,3,11,3,10,5,2021-11-11,PHI
Shake Milton,12,5,6,1,2,0,2021-11-11,PHI
Tyrese Maxey,33,12,19,1,3,5,2021-11-11,PHI
Svi Mykhailiuk,5,2,5,1,3,2,2021-11-11,TOR
Chris Boucher,17,7,12,1,3,0,2021-11-11,TOR
Fred VanVleet,32,11,22,6,11,7,2021-11-11,TOR
Precious Achiuwa,4,1,10,0,2,2,2021-11-11,TOR
Scottie Barnes,13,6,13,0,0,4,2021-11-11,TOR
OG Anunoby,20,7,15,2,4,4,2021-11-11,TOR
Gary Trent Jr.,20,7,16,4,9,4,2021-11-11,TOR
Dalano Banton,4,1,3,0,1,2,2021-11-11,TOR
Elijah Hughes,0,0,0,0,0,0,2021-11-11,POR
Hassan Whiteside,8,4,7,0,0,0,2021-11-11,UTA
Bojan Bogdanovic,8,3,9,1,2,0,2021-11-11,UTA
Royce O'Neale,4,1,6,0,4,1,2021-11-11,UTA
Donovan Mitchell,26,11,20,3,7,4,2021-11-11,UTA
Udoka Azubuike,0,0,0,0,0,0,2021-11-11,UTA
Miye Oni,0,0,0,0,0,1,2021-11-11,UTA
Jared Butler,2,1,1,0,0,0,2021-11-11,UTA
Trent Forrest,0,0,0,0,0,0,2021-11-11,UTA
Mike Conley,6,2,6,1,4,8,2021-11-11,UTA
Rudy Gobert,19,7,10,0,0,0,2021-11-11,UTA
Jordan Clarkson,11,3,14,2,10,3,2021-11-11,UTA
Joe Ingles,7,3,6,1,4,4,2021-11-11,UTA
Eric Paschall,9,4,4,1,1,1,2021-11-11,UTA
Grant Williams,2,1,5,0,4,0,2021-11-10,BOS
Marcus Smart,13,5,12,1,4,6,2021-11-10,BOS
Payton Pritchard,0,0,0,0,0,0,2021-11-10,BOS
Jayson Tatum,22,8,24,3,7,7,2021-11-10,BOS
Dennis Schroder,20,8,15,2,3,4,2021-11-10,HOU
Josh Richardson,15,5,9,2,4,1,2021-11-10,SAS
Romeo Langford,6,2,6,2,3,0,2021-11-10,SAS
Robert Williams III,16,8,11,0,0,1,2021-11-10,BOS
Aaron Nesmith,0,0,1,0,1,0,2021-11-10,BOS
Al Horford,10,5,11,0,3,2,2021-11-10,BOS
Darius Garland,19,8,16,3,10,4,2021-11-10,CLE
Jarrett Allen,13,6,10,0,0,4,2021-11-10,CLE
Isaac Okoro,2,1,4,0,2,1,2021-11-10,CLE
Lamar Stevens,6,2,5,1,2,0,2021-11-10,CLE
Ricky Rubio,20,6,15,1,5,5,2021-11-10,CLE
Cedi Osman,9,3,6,1,4,1,2021-11-10,CLE
Tacko Fall,0,0,0,0,0,0,2021-11-10,CLE
Dean Wade,3,1,2,1,2,3,2021-11-10,CLE
Evan Mobley,19,7,15,1,3,2,2021-11-10,CLE
Dylan Windler,3,1,3,1,3,1,2021-11-10,CLE
Jonas Valanciunas,25,9,20,1,3,2,2021-11-10,NOP
Nickeil Alexander-Walker,33,10,22,4,10,4,2021-11-10,UTA
Devonte' Graham,18,7,18,3,9,4,2021-11-10,NOP
Garrett Temple,3,0,5,0,1,5,2021-11-10,NOP
Tomas Satoransky,1,0,3,0,3,2,2021-11-10,WAS
Josh Hart,4,2,5,0,1,1,2021-11-10,POR
Jaxson Hayes,5,2,2,0,0,0,2021-11-10,NOP
Kira Lewis Jr.,2,1,7,0,3,2,2021-11-10,NOP
Herbert Jones,4,1,7,0,1,4,2021-11-10,NOP
Trey Murphy III,5,2,8,1,4,0,2021-11-10,NOP
Matt Thomas,0,0,1,0,0,0,2021-11-10,CHI
Nikola Vucevic,18,8,14,1,3,4,2021-11-10,CHI
Troy Brown Jr.,0,0,1,0,0,0,2021-11-10,CHI
Derrick Jones Jr.,6,2,5,0,3,2,2021-11-10,CHI
Lonzo Ball,21,7,14,7,10,6,2021-11-10,CHI
DeMar DeRozan,17,7,20,0,3,6,2021-11-10,CHI
Zach LaVine,23,8,12,2,2,3,2021-11-10,CHI
Alex Caruso,16,6,7,3,4,1,2021-11-10,CHI
Tony Bradley,0,0,0,0,0,1,2021-11-10,CHI
Alize Johnson,2,1,1,0,0,1,2021-11-10,NOP
Javonte Green,7,3,5,1,3,2,2021-11-10,CHI
Ayo Dosunmu,7,3,9,1,3,0,2021-11-10,CHI
Dwight Powell,12,5,6,2,3,0,2021-11-10,DAL
Tim Hardaway Jr.,21,7,15,5,9,2,2021-11-10,DAL
Kristaps Porzingis,22,9,16,2,3,1,2021-11-10,WAS
Jalen Brunson,12,4,8,0,1,7,2021-11-10,DAL
Reggie Bullock,0,0,4,0,4,0,2021-11-10,DAL
Trey Burke,0,0,0,0,0,0,2021-11-10,DAL
Willie Cauley-Stein,2,1,2,0,0,0,2021-11-10,PHI
Boban Marjanovic,0,0,2,0,0,0,2021-11-10,DAL
Dorian Finney-Smith,5,1,5,1,5,0,2021-11-10,DAL
Frank Ntilikina,4,1,2,0,0,2,2021-11-10,DAL
Sterling Brown,5,2,3,1,2,1,2021-11-10,DAL
Luka Doncic,20,6,18,1,6,10,2021-11-10,DAL
Moses Brown,0,0,0,0,0,0,2021-11-10,CLE
Josh Green,4,2,2,0,0,0,2021-11-10,DAL
Jeff Green,12,4,11,0,3,1,2021-11-10,DEN
Will Barton,30,11,19,6,9,3,2021-11-10,DEN
JaMychal Green,2,1,5,0,3,2,2021-11-10,DEN
Aaron Gordon,8,2,10,0,0,2,2021-11-10,DEN
Monte Morris,10,4,10,2,4,4,2021-11-10,DEN
Zeke Nnaji,19,7,10,2,3,0,2021-11-10,DEN
Facundo Campazzo,0,0,1,0,0,1,2021-11-10,DEN
Bones Hyland,12,3,8,2,5,4,2021-11-10,DEN
Austin Rivers,2,1,4,0,1,0,2021-11-10,DEN
P.J. Dozier,6,3,5,0,1,2,2021-11-10,DEN
Markus Howard,0,0,1,0,1,0,2021-11-10,DEN
Nemanja Bjelica,9,3,7,1,4,0,2021-11-10,GSW
Stephen Curry,25,8,16,3,9,6,2021-11-10,GSW
Draymond Green,7,0,3,0,1,6,2021-11-10,GSW
Andrew Wiggins,35,14,19,3,6,0,2021-11-10,GSW
Kevon Looney,11,5,11,0,0,1,2021-11-10,GSW
Chris Chiozza,0,0,0,0,0,0,2021-11-10,GSW
Moses Moody,0,0,0,0,0,0,2021-11-10,GSW
Juan Toscano-Anderson,5,0,2,0,2,0,2021-11-10,GSW
Otto Porter Jr.,10,3,4,2,3,0,2021-11-10,GSW
Gary Payton II,7,2,3,0,1,0,2021-11-10,GSW
Andre Iguodala,0,0,3,0,3,8,2021-11-10,GSW
Jordan Poole,14,5,17,2,11,2,2021-11-10,GSW
Christian Wood,20,7,14,3,6,3,2021-11-10,HOU
Eric Gordon,11,4,9,2,5,1,2021-11-10,HOU
Danuel House Jr.,8,3,9,2,4,2,2021-11-10,UTA
David Nwaba,0,0,2,0,1,1,2021-11-10,HOU
Daniel Theis,6,3,4,0,1,1,2021-11-10,BOS
Jae'Sean Tate,14,4,9,0,1,1,2021-11-10,HOU
Kevin Porter Jr.,18,4,11,2,5,5,2021-11-10,HOU
Jalen Green,23,8,20,3,11,2,2021-11-10,HOU
Kenyon Martin Jr.,2,1,3,0,0,0,2021-11-10,HOU
Josh Christopher,2,1,1,0,0,1,2021-11-10,HOU
Dwight Howard,0,0,0,0,0,0,2021-11-10,LAL
DeAndre Jordan,1,0,0,0,0,0,2021-11-10,PHI
Wayne Ellington,12,4,6,4,6,2,2021-11-10,LAL
Kent Bazemore,2,1,4,0,3,0,2021-11-10,LAL
Carmelo Anthony,12,5,12,1,5,1,2021-11-10,LAL
Russell Westbrook,25,10,22,3,7,14,2021-11-10,LAL
Avery Bradley,17,6,12,5,8,2,2021-11-10,LAL
Anthony Davis,24,10,23,1,2,4,2021-11-10,LAL
Malik Monk,27,10,13,4,7,3,2021-11-10,LAL
Udonis Haslem,2,1,2,0,0,0,2021-11-10,MIA
Jimmy Butler,7,1,3,0,1,1,2021-11-10,MIA
Dewayne Dedmon,4,2,3,0,0,0,2021-11-10,MIA
Caleb Martin,2,1,5,0,3,2,2021-11-10,MIA
Gabe Vincent,4,1,3,0,1,0,2021-11-10,MIA
Omer Yurtseven,3,1,1,0,0,0,2021-11-10,MIA
Kyle Lowry,18,5,14,2,10,11,2021-11-10,MIA
P.J. Tucker,10,4,7,0,1,2,2021-11-10,MIA
Bam Adebayo,28,9,20,0,0,4,2021-11-10,MIA
Duncan Robinson,12,4,16,3,13,3,2021-11-10,MIA
Tyler Herro,27,11,22,5,8,3,2021-11-10,MIA
Rodney Hood,3,1,2,1,2,0,2021-11-10,LAC
Jrue Holiday,18,7,16,4,6,6,2021-11-10,MIL
Giannis Antetokounmpo,15,5,15,2,5,8,2021-11-10,MIL
Thanasis Antetokounmpo,0,0,1,0,0,0,2021-11-10,MIL
Pat Connaughton,23,8,14,7,13,5,2021-11-10,MIL
Semi Ojeleye,9,3,5,2,3,1,2021-11-10,LAC
George Hill,8,3,7,2,3,5,2021-11-10,MIL
Bobby Portis,17,6,11,3,5,0,2021-11-10,MIL
Grayson Allen,15,5,13,5,11,2,2021-11-10,MIL
Jordan Nwora,4,2,6,0,2,2,2021-11-10,MIL
D'Angelo Russell,18,7,15,4,10,7,2021-11-10,MIN
Josh Okogie,0,0,0,0,0,0,2021-11-10,MIN
Jarred Vanderbilt,2,1,1,0,0,2,2021-11-10,MIN
Jordan McLaughlin,0,0,2,0,1,1,2021-11-10,MIN
Malik Beasley,2,1,6,0,3,2,2021-11-10,MIN
Jaden McDaniels,2,1,5,0,1,0,2021-11-10,MIN
Patrick Beverley,5,2,9,0,3,7,2021-11-10,MIN
Karl-Anthony Towns,17,6,19,5,10,4,2021-11-10,MIN
Anthony Edwards,48,16,27,7,13,5,2021-11-10,MIN
Naz Reid,16,5,11,1,3,2,2021-11-10,MIN
Kevin Durant,30,11,12,2,2,2,2021-11-10,BKN
Joe Harris,9,3,5,3,4,0,2021-11-10,BKN
Blake Griffin,0,0,5,0,5,2,2021-11-10,BKN
James Harden,17,6,11,1,4,11,2021-11-10,PHI
Bruce Brown,8,4,11,0,1,2,2021-11-10,BKN
Cam Thomas,2,1,2,0,0,0,2021-11-10,BKN
LaMarcus Aldridge,21,9,16,3,5,0,2021-11-10,BKN
Paul Millsap,5,2,4,1,3,1,2021-11-10,PHI
Patty Mills,6,1,7,1,5,3,2021-11-10,BKN
DeAndre' Bembry,11,4,5,3,3,3,2021-11-10,MIL
Jevon Carter,10,4,9,2,5,5,2021-11-10,MIL
Day'Ron Sharpe,4,1,4,0,0,0,2021-11-10,BKN
Mitchell Robinson,3,1,1,0,0,0,2021-11-10,NYK
Derrick Rose,22,8,15,6,8,7,2021-11-10,NYK
Obi Toppin,14,5,9,0,1,2,2021-11-10,NYK
Kemba Walker,2,1,7,0,3,2,2021-11-10,NYK
Evan Fournier,2,1,5,0,3,2,2021-11-10,NYK
Julius Randle,16,6,15,3,7,1,2021-11-10,NYK
RJ Barrett,9,3,8,1,3,1,2021-11-10,NYK
Taj Gibson,0,0,1,0,0,0,2021-11-10,NYK
Alec Burks,14,5,10,4,7,0,2021-11-10,NYK
Immanuel Quickley,18,6,12,2,5,4,2021-11-10,NYK
Jalen Suggs,7,2,8,0,4,4,2021-11-10,ORL
Gary Harris,2,1,6,0,2,2,2021-11-10,ORL
Wendell Carter Jr.,9,3,7,1,2,1,2021-11-10,ORL
Terrence Ross,17,7,14,0,0,1,2021-11-10,ORL
Mychal Mulder,0,0,1,0,0,0,2021-11-10,MIA
Mo Bamba,14,5,11,2,4,2,2021-11-10,ORL
Chuma Okeke,4,2,7,0,4,3,2021-11-10,ORL
Ignas Brazdeikis,5,2,4,1,2,1,2021-11-10,ORL
Moritz Wagner,3,1,3,0,2,0,2021-11-10,ORL
Cole Anthony,10,4,12,0,5,2,2021-11-10,ORL
R.J. Hampton,9,4,8,0,4,2,2021-11-10,ORL
Franz Wagner,10,4,11,0,4,1,2021-11-10,ORL
Jeremy Lamb,2,1,4,0,2,3,2021-11-10,SAC
Justin Holiday,6,2,8,2,6,1,2021-11-10,SAC
Myles Turner,13,4,8,2,3,0,2021-11-10,IND
Torrey Craig,5,1,4,0,1,1,2021-11-10,PHX
Oshae Brissett,0,0,0,0,0,0,2021-11-10,IND
Chris Duarte,6,2,9,2,7,1,2021-11-10,IND
T.J. McConnell,16,8,11,0,1,9,2021-11-10,IND
Domantas Sabonis,20,9,14,1,2,2,2021-11-10,SAC
Malcolm Brogdon,25,11,21,3,7,5,2021-11-10,IND
Kelan Martin,5,2,5,1,2,0,2021-11-10,BOS
Jae Crowder,12,5,9,2,4,2,2021-11-10,PHX
Chris Paul,21,9,16,1,3,7,2021-11-10,PHX
Frank Kaminsky,31,12,18,2,5,3,2021-11-10,PHX
Devin Booker,12,5,15,2,6,6,2021-11-10,PHX
Mikal Bridges,10,4,10,1,3,5,2021-11-10,PHX
JaVale McGee,14,6,10,0,0,1,2021-11-10,PHX
Cameron Payne,9,4,8,1,3,1,2021-11-10,PHX
Abdel Nader,4,2,2,0,0,1,2021-11-10,PHX
Cameron Johnson,6,2,6,2,4,1,2021-11-10,PHX
Tony Snell,0,0,1,0,1,0,2021-11-10,NOP
CJ McCollum,18,7,16,1,7,7,2021-11-10,NOP
Damian Lillard,28,12,23,1,4,7,2021-11-10,POR
Cody Zeller,2,0,2,0,0,1,2021-11-10,POR
Robert Covington,7,3,4,1,2,0,2021-11-10,LAC
Jusuf Nurkic,8,4,7,0,0,3,2021-11-10,POR
Norman Powell,23,8,17,3,8,1,2021-11-10,LAC
Larry Nance Jr.,13,6,7,1,2,3,2021-11-10,NOP
Anfernee Simons,2,1,9,0,4,1,2021-11-10,POR
Nassir Little,8,3,5,0,2,1,2021-11-10,POR
Damian Jones,2,1,1,0,0,1,2021-11-10,SAC
Chimezie Metu,13,5,9,3,7,1,2021-11-10,SAC
Jahmi'us Ramsey,7,3,5,1,2,0,2021-11-10,SAC
Maurice Harkless,6,3,5,0,1,1,2021-11-10,SAC
Tristan Thompson,4,1,2,0,0,1,2021-11-10,CHI
Harrison Barnes,9,3,8,1,4,1,2021-11-10,SAC
Alex Len,8,3,4,0,0,1,2021-11-10,SAC
Richaun Holmes,6,3,4,0,0,0,2021-11-10,SAC
Buddy Hield,12,5,14,2,9,2,2021-11-10,IND
De'Aaron Fox,37,14,24,2,5,6,2021-11-10,SAC
Davion Mitchell,13,6,15,1,8,6,2021-11-10,SAC
Tre Jones,0,0,1,0,0,1,2021-11-10,SAS
Doug McDermott,17,6,12,4,6,2,2021-11-10,SAS
Devin Vassell,15,5,7,5,7,1,2021-11-10,SAS
Joshua Primo,0,0,0,0,0,1,2021-11-10,SAS
Joe Wieskamp,3,1,1,1,1,0,2021-11-10,SAS
Bryn Forbes,15,6,11,3,5,1,2021-11-10,DEN
Derrick White,2,1,6,0,2,6,2021-11-10,BOS
Drew Eubanks,18,4,5,0,0,2,2021-11-10,POR
Lonnie Walker IV,15,5,11,2,5,1,2021-11-10,SAS
Keldon Johnson,8,3,7,1,1,4,2021-11-10,SAS
Thaddeus Young,17,7,10,0,0,8,2021-11-10,TOR
Dejounte Murray,26,11,21,2,5,7,2021-11-10,SAS
Ty Jerome,0,0,2,0,1,0,2021-11-10,OKC
Aleksej Pokusevski,3,1,8,1,5,3,2021-11-10,OKC
Luguentz Dort,27,8,13,2,7,2,2021-11-10,OKC
Kenrich Williams,4,2,4,0,1,0,2021-11-10,OKC
Josh Giddey,7,3,10,1,3,9,2021-11-10,OKC
Derrick Favors,9,4,7,0,1,2,2021-11-10,OKC
