,Name,PTS,FGM,FGA,PM3,PA3,AST,Team,Division,Conference,eFG,PM2
346,Kevin Huerter,13,6,10,1,3,5,ATL,southeast,east,65.0,5
347,Bogdan Bogdanovic,13,5,13,3,8,0,ATL,southeast,east,50.0,2
348,Trae Young,30,9,20,5,9,6,ATL,southeast,east,57.5,4
349,Danilo Gallinari,16,3,7,2,4,2,ATL,southeast,east,57.142857142857146,1
350,Clint Capela,20,10,11,0,0,1,ATL,southeast,east,90.9090909090909,10
351,Bogdan Bogdanovic,7,3,9,1,5,2,ATL,southeast,east,38.888888888888886,2
352,Timothe Luwawu-Cabarrot,0,0,0,0,0,0,ATL,southeast,east,,0
353,Kevin Huerter,17,6,10,4,7,4,ATL,southeast,east,80.0,2
354,Trae Young,19,5,15,2,7,9,ATL,southeast,east,40.0,3
355,Cam Reddish,17,7,13,3,6,0,ATL,southeast,east,65.38461538461539,4
356,John Collins,15,7,10,0,2,3,ATL,southeast,east,70.0,7
357,Delon Wright,0,0,1,0,0,1,ATL,southeast,east,0.0,0
358,Gorgui Dieng,0,0,1,0,1,0,ATL,southeast,east,0.0,0
359,Lou Williams,4,2,5,0,2,2,ATL,southeast,east,40.0,2
360,Bogdan Bogdanovic,12,4,12,4,10,6,ATL,southeast,east,50.0,0
361,Timothe Luwawu-Cabarrot,0,0,0,0,0,0,ATL,southeast,east,,0
362,Kevin Huerter,19,7,9,5,7,2,ATL,southeast,east,105.55555555555556,2
363,Trae Young,18,4,12,0,6,11,ATL,southeast,east,33.333333333333336,4
364,Danilo Gallinari,8,3,6,1,4,0,ATL,southeast,east,58.333333333333336,2
365,Clint Capela,9,4,7,0,1,3,ATL,southeast,east,57.142857142857146,4
366,Delon Wright,3,1,3,1,2,1,ATL,southeast,east,50.0,0
367,Cam Reddish,19,8,14,1,6,1,ATL,southeast,east,60.714285714285715,7
368,Gorgui Dieng,0,0,0,0,0,0,ATL,southeast,east,,0
369,John Collins,20,9,13,1,1,1,ATL,southeast,east,73.07692307692308,8
370,Lou Williams,2,1,5,0,0,3,ATL,southeast,east,20.0,1
371,Solomon Hill,0,0,0,0,0,1,ATL,southeast,east,,0
372,Bogdan Bogdanovic,20,7,11,4,8,4,ATL,southeast,east,81.81818181818181,3
373,John Collins,23,6,12,0,2,3,ATL,southeast,east,50.0,6
374,Skylar Mays,2,1,1,0,0,0,ATL,southeast,east,100.0,1
375,Jalen Johnson,0,0,0,0,0,0,ATL,southeast,east,,0
376,Lou Williams,11,5,7,1,2,1,ATL,southeast,east,78.57142857142857,4
377,Delon Wright,5,2,2,1,1,5,ATL,southeast,east,125.0,1
378,Trae Young,23,9,21,3,7,6,ATL,southeast,east,50.0,6
379,Danilo Gallinari,10,4,10,2,4,3,ATL,southeast,east,50.0,2
380,Timothe Luwawu-Cabarrot,3,1,1,1,1,0,ATL,southeast,east,150.0,0
381,Kevin Huerter,4,2,5,0,1,2,ATL,southeast,east,40.0,2
382,Sharife Cooper,0,0,0,0,0,2,ATL,southeast,east,,0
383,Cam Reddish,8,2,6,2,4,2,ATL,southeast,east,50.0,0
384,Clint Capela,20,8,9,0,0,3,ATL,southeast,east,88.88888888888889,8
385,Lou Williams,9,4,9,1,2,2,ATL,southeast,east,50.0,3
386,Delon Wright,3,1,2,1,1,1,ATL,southeast,east,75.0,0
387,John Collins,19,8,15,0,2,1,ATL,southeast,east,53.333333333333336,8
388,Danilo Gallinari,10,4,8,2,5,0,ATL,southeast,east,62.5,2
389,Solomon Hill,0,0,0,0,0,0,ATL,southeast,east,,0
390,Gorgui Dieng,2,0,0,0,0,0,ATL,southeast,east,,0
391,Clint Capela,12,6,10,0,0,2,ATL,southeast,east,60.0,6
392,Bogdan Bogdanovic,6,2,7,2,5,2,ATL,southeast,east,42.857142857142854,0
393,Trae Young,42,16,26,8,13,10,ATL,southeast,east,76.92307692307692,8
394,Cam Reddish,4,0,7,0,3,2,ATL,southeast,east,0.0,0
395,Skylar Mays,0,0,0,0,0,0,ATL,southeast,east,,0
396,Sharife Cooper,2,1,1,0,0,0,ATL,southeast,east,100.0,1
397,Jalen Johnson,0,0,2,0,1,0,ATL,southeast,east,0.0,0
398,Kevin Huerter,11,5,10,1,3,1,ATL,southeast,east,55.0,4
399,Timothe Luwawu-Cabarrot,0,0,0,0,0,0,ATL,southeast,east,,0
400,De'Andre Hunter,2,1,6,0,2,0,ATL,southeast,east,16.666666666666668,1
401,Gorgui Dieng,2,1,2,0,0,0,ATL,southeast,east,50.0,1
402,Bogdan Bogdanovic,10,5,13,0,5,3,ATL,southeast,east,38.46153846153846,5
403,Trae Young,30,9,16,3,5,9,ATL,southeast,east,65.625,6
404,Kevin Huerter,2,1,6,0,5,3,ATL,southeast,east,16.666666666666668,1
405,Cam Reddish,8,2,7,1,3,0,ATL,southeast,east,35.714285714285715,1
406,Danilo Gallinari,2,1,7,0,2,1,ATL,southeast,east,14.285714285714286,1
407,Clint Capela,14,7,12,0,0,0,ATL,southeast,east,58.333333333333336,7
408,Delon Wright,0,0,2,0,0,3,ATL,southeast,east,0.0,0
409,John Collins,26,11,22,1,6,1,ATL,southeast,east,52.27272727272727,10
410,Gorgui Dieng,0,0,2,0,1,1,ATL,southeast,east,0.0,0
411,Solomon Hill,0,0,2,0,1,3,ATL,southeast,east,0.0,0
412,Kevin Huerter,28,11,18,6,9,3,ATL,southeast,east,77.77777777777777,5
413,Lou Williams,4,1,3,1,1,1,ATL,southeast,east,50.0,0
414,John Collins,7,3,11,1,2,2,ATL,southeast,east,31.818181818181817,2
415,Clint Capela,13,5,8,0,0,2,ATL,southeast,east,62.5,5
416,Danilo Gallinari,3,1,2,1,1,0,ATL,southeast,east,75.0,0
417,Trae Young,27,10,21,5,11,6,ATL,southeast,east,59.523809523809526,5
418,Delon Wright,0,0,4,0,2,3,ATL,southeast,east,0.0,0
419,Timothe Luwawu-Cabarrot,0,0,2,0,1,0,ATL,southeast,east,0.0,0
420,Cam Reddish,16,6,12,4,6,1,ATL,southeast,east,66.66666666666667,2
421,Clint Capela,2,1,5,0,0,2,ATL,southeast,east,20.0,1
422,Timothe Luwawu-Cabarrot,8,2,4,1,3,0,ATL,southeast,east,62.5,1
423,Kevin Huerter,11,4,8,3,6,2,ATL,southeast,east,68.75,1
424,Trae Young,28,11,20,4,8,9,ATL,southeast,east,65.0,7
425,Gorgui Dieng,3,1,1,1,1,1,ATL,southeast,east,150.0,0
426,John Collins,19,6,7,2,3,1,ATL,southeast,east,100.0,4
427,Danilo Gallinari,4,1,7,0,4,1,ATL,southeast,east,14.285714285714286,1
428,De'Andre Hunter,11,4,9,2,5,0,ATL,southeast,east,55.55555555555556,2
429,Solomon Hill,0,0,1,0,0,1,ATL,southeast,east,0.0,0
430,Bogdan Bogdanovic,17,7,14,3,8,2,ATL,southeast,east,60.714285714285715,4
431,Delon Wright,7,0,2,0,2,2,ATL,southeast,east,0.0,0
432,Cam Reddish,3,1,4,1,3,0,ATL,southeast,east,37.5,0
433,Kevin Huerter,7,3,4,0,0,1,ATL,southeast,east,75.0,3
434,Danilo Gallinari,10,3,6,2,3,0,ATL,southeast,east,66.66666666666667,1
435,Cam Reddish,10,3,9,0,3,0,ATL,southeast,east,33.333333333333336,3
436,Bogdan Bogdanovic,18,7,17,4,11,0,ATL,southeast,east,52.94117647058823,3
437,Gorgui Dieng,0,0,1,0,1,1,ATL,southeast,east,0.0,0
438,John Collins,26,9,12,3,4,0,ATL,southeast,east,87.5,6
439,De'Andre Hunter,2,1,9,0,2,2,ATL,southeast,east,11.11111111111111,1
440,Lou Williams,4,2,5,0,0,0,ATL,southeast,east,40.0,2
441,Clint Capela,9,4,11,0,0,1,ATL,southeast,east,36.36363636363637,4
442,Trae Young,31,10,23,4,9,13,ATL,southeast,east,52.17391304347826,6
443,Delon Wright,0,0,0,0,0,0,ATL,southeast,east,,0
444,Trae Young,21,8,20,0,4,7,ATL,southeast,east,40.0,8
445,Gorgui Dieng,1,0,2,0,2,1,ATL,southeast,east,0.0,0
446,Kevin Huerter,6,3,9,0,3,0,ATL,southeast,east,33.333333333333336,3
447,Bogdan Bogdanovic,8,3,6,2,4,2,ATL,southeast,east,66.66666666666667,1
448,Timothe Luwawu-Cabarrot,3,1,2,1,1,0,ATL,southeast,east,75.0,0
449,Jalen Johnson,2,1,1,0,0,0,ATL,southeast,east,100.0,1
450,Clint Capela,13,4,8,0,0,2,ATL,southeast,east,50.0,4
451,Skylar Mays,2,0,0,0,0,1,ATL,southeast,east,,0
452,Cam Reddish,4,1,6,0,3,0,ATL,southeast,east,16.666666666666668,1
453,Lou Williams,5,2,8,0,1,1,ATL,southeast,east,25.0,2
454,John Collins,13,4,7,3,4,1,ATL,southeast,east,78.57142857142857,1
455,De'Andre Hunter,14,7,9,0,2,2,ATL,southeast,east,77.77777777777777,7
456,Danilo Gallinari,6,1,4,1,4,1,ATL,southeast,east,37.5,0
457,Bogdan Bogdanovic,8,3,10,1,5,1,ATL,southeast,east,35.0,2
458,John Collins,13,5,14,1,5,2,ATL,southeast,east,39.285714285714285,4
459,Trae Young,21,6,22,2,6,10,ATL,southeast,east,31.818181818181817,4
460,De'Andre Hunter,26,10,11,6,6,0,ATL,southeast,east,118.18181818181819,4
461,Danilo Gallinari,7,3,7,1,4,1,ATL,southeast,east,50.0,2
462,Cam Reddish,2,1,6,0,3,2,ATL,southeast,east,16.666666666666668,1
463,Lou Williams,2,1,6,0,3,5,ATL,southeast,east,16.666666666666668,1
464,Kevin Huerter,16,7,9,2,2,1,ATL,southeast,east,88.88888888888889,5
465,Gorgui Dieng,0,0,1,0,1,0,ATL,southeast,east,0.0,0
466,Clint Capela,13,5,8,0,0,1,ATL,southeast,east,62.5,5
467,Delon Wright,2,1,1,0,0,3,ATL,southeast,east,100.0,1
468,John Collins,12,3,7,0,1,6,ATL,southeast,east,42.857142857142854,3
469,Clint Capela,16,7,9,0,0,1,ATL,southeast,east,77.77777777777777,7
470,Bogdan Bogdanovic,16,5,9,4,6,6,ATL,southeast,east,77.77777777777777,1
471,Cam Reddish,15,4,10,3,6,2,ATL,southeast,east,55.0,1
472,De'Andre Hunter,11,5,11,1,4,0,ATL,southeast,east,50.0,4
473,Danilo Gallinari,12,4,10,4,7,0,ATL,southeast,east,60.0,0
474,Trae Young,26,7,16,1,6,6,ATL,southeast,east,46.875,6
475,Lou Williams,6,2,8,0,3,0,ATL,southeast,east,25.0,2
476,Gorgui Dieng,2,0,2,0,1,0,ATL,southeast,east,0.0,0
477,Danilo Gallinari,4,2,6,0,1,1,ATL,southeast,east,33.333333333333336,2
478,Skylar Mays,7,2,3,0,1,0,ATL,southeast,east,66.66666666666667,2
479,Trae Young,13,5,16,1,4,10,ATL,southeast,east,34.375,4
480,Timothe Luwawu-Cabarrot,1,0,0,0,0,1,ATL,southeast,east,,0
481,Clint Capela,11,4,11,0,0,0,ATL,southeast,east,36.36363636363637,4
482,John Collins,8,3,9,2,4,3,ATL,southeast,east,44.44444444444444,1
483,Bogdan Bogdanovic,13,6,11,1,1,1,ATL,southeast,east,59.09090909090909,5
484,Gorgui Dieng,2,1,4,0,1,2,ATL,southeast,east,25.0,1
485,Kevin Huerter,3,1,5,1,2,3,ATL,southeast,east,30.0,0
486,Cam Reddish,16,7,14,2,5,1,ATL,southeast,east,57.142857142857146,5
487,Jalen Johnson,4,1,2,0,0,0,ATL,southeast,east,50.0,1
488,Lou Williams,5,1,3,1,1,0,ATL,southeast,east,50.0,0
489,Delon Wright,0,0,1,0,0,2,ATL,southeast,east,0.0,0
490,De'Andre Hunter,7,3,10,0,2,0,ATL,southeast,east,30.0,3
491,Kevin Huerter,0,0,4,0,3,3,ATL,southeast,east,0.0,0
492,Cam Reddish,20,8,14,1,5,0,ATL,southeast,east,60.714285714285715,7
493,Danilo Gallinari,6,2,4,1,1,0,ATL,southeast,east,62.5,1
494,Lou Williams,5,2,4,0,0,0,ATL,southeast,east,50.0,2
495,Gorgui Dieng,0,0,1,0,0,1,ATL,southeast,east,0.0,0
496,Clint Capela,11,5,7,0,0,1,ATL,southeast,east,71.42857142857143,5
497,De'Andre Hunter,10,4,9,2,3,1,ATL,southeast,east,55.55555555555556,2
498,John Collins,28,14,16,0,0,3,ATL,southeast,east,87.5,14
499,Bogdan Bogdanovic,14,6,11,1,4,4,ATL,southeast,east,59.09090909090909,5
500,Delon Wright,2,1,1,0,0,0,ATL,southeast,east,100.0,1
501,Trae Young,15,6,17,1,5,13,ATL,southeast,east,38.23529411764706,5
502,Clint Capela,5,2,8,0,0,1,ATL,southeast,east,25.0,2
503,Danilo Gallinari,9,3,8,1,4,0,ATL,southeast,east,43.75,2
504,Trae Young,31,13,27,2,6,7,ATL,southeast,east,51.851851851851855,11
505,De'Andre Hunter,13,5,10,1,1,0,ATL,southeast,east,55.0,4
506,John Collins,16,8,11,0,1,4,ATL,southeast,east,72.72727272727273,8
507,Bogdan Bogdanovic,12,4,12,2,6,3,ATL,southeast,east,41.666666666666664,2
508,Gorgui Dieng,2,0,2,0,2,0,ATL,southeast,east,0.0,0
509,Kevin Huerter,2,1,8,0,5,1,ATL,southeast,east,12.5,1
510,Cam Reddish,5,1,5,1,4,2,ATL,southeast,east,30.0,0
511,Delon Wright,7,3,5,1,1,3,ATL,southeast,east,70.0,2
512,Skylar Mays,0,0,0,0,0,0,ATL,southeast,east,,0
513,Lou Williams,9,3,6,1,2,2,ATL,southeast,east,58.333333333333336,2
514,Delon Wright,2,1,3,0,1,0,ATL,southeast,east,33.333333333333336,1
515,Cam Reddish,17,5,14,3,7,1,ATL,southeast,east,46.42857142857143,2
516,Timothe Luwawu-Cabarrot,0,0,3,0,1,0,ATL,southeast,east,0.0,0
517,Kevin Huerter,14,5,8,2,3,4,ATL,southeast,east,75.0,3
518,Trae Young,32,13,21,2,5,9,ATL,southeast,east,66.66666666666667,11
519,Bogdan Bogdanovic,14,5,9,2,6,1,ATL,southeast,east,66.66666666666667,3
520,Solomon Hill,0,0,3,0,3,2,ATL,southeast,east,0.0,0
521,Clint Capela,4,2,3,0,0,0,ATL,southeast,east,66.66666666666667,2
522,Gorgui Dieng,6,2,5,1,1,2,ATL,southeast,east,50.0,1
523,John Collins,22,9,14,1,3,2,ATL,southeast,east,67.85714285714286,8
524,Jalen Johnson,2,1,1,0,0,0,ATL,southeast,east,100.0,1
525,Sharife Cooper,0,0,0,0,0,1,ATL,southeast,east,,0
526,Bogdan Bogdanovic,5,2,7,1,3,2,ATL,southeast,east,35.714285714285715,1
527,Solomon Hill,6,2,4,2,4,1,ATL,southeast,east,75.0,0
528,De'Andre Hunter,12,5,16,2,8,1,ATL,southeast,east,37.5,3
529,Gorgui Dieng,5,2,3,1,1,1,ATL,southeast,east,83.33333333333333,1
530,Kevin Huerter,4,2,9,0,4,2,ATL,southeast,east,22.22222222222222,2
531,Delon Wright,4,2,4,0,0,4,ATL,southeast,east,50.0,2
532,Clint Capela,10,5,12,0,0,1,ATL,southeast,east,41.666666666666664,5
533,Cam Reddish,19,7,14,3,5,0,ATL,southeast,east,60.714285714285715,4
534,Trae Young,24,8,22,1,6,7,ATL,southeast,east,38.63636363636363,7
535,John Collins,6,3,8,0,3,1,ATL,southeast,east,37.5,3
536,Timothe Luwawu-Cabarrot,0,0,1,0,1,1,ATL,southeast,east,0.0,0
537,Sharife Cooper,0,0,3,0,2,1,ATL,southeast,east,0.0,0
538,Delon Wright,0,0,4,0,3,3,ATL,southeast,east,0.0,0
539,Gorgui Dieng,9,4,5,1,2,2,ATL,southeast,east,90.0,3
540,Solomon Hill,0,0,1,0,0,1,ATL,southeast,east,0.0,0
541,Cam Reddish,20,7,15,3,4,1,ATL,southeast,east,56.666666666666664,4
542,Kevin Huerter,6,3,8,0,3,2,ATL,southeast,east,37.5,3
543,Trae Young,19,6,16,2,5,14,ATL,southeast,east,43.75,4
544,John Collins,16,7,11,2,3,3,ATL,southeast,east,72.72727272727273,5
545,Clint Capela,12,6,6,0,0,0,ATL,southeast,east,100.0,6
546,Bogdan Bogdanovic,11,4,8,3,5,2,ATL,southeast,east,68.75,1
547,Jalen Johnson,6,2,4,2,3,0,ATL,southeast,east,75.0,0
548,De'Andre Hunter,11,5,11,1,3,1,ATL,southeast,east,50.0,4
549,Skylar Mays,3,1,1,1,1,0,ATL,southeast,east,150.0,0
550,Danilo Gallinari,12,3,9,2,6,3,ATL,southeast,east,44.44444444444444,1
551,Bogdan Bogdanovic,11,4,8,3,7,6,ATL,southeast,east,68.75,1
552,Delon Wright,0,0,2,0,1,1,ATL,southeast,east,0.0,0
553,De'Andre Hunter,13,4,7,1,1,1,ATL,southeast,east,64.28571428571429,3
554,Trae Young,43,16,25,6,11,5,ATL,southeast,east,76.0,10
555,Kevin Huerter,19,7,15,5,10,3,ATL,southeast,east,63.333333333333336,2
556,John Collins,19,8,13,3,5,1,ATL,southeast,east,73.07692307692308,5
557,Clint Capela,6,2,4,0,0,4,ATL,southeast,east,50.0,2
558,Onyeka Okongwu,1,0,1,0,0,1,ATL,southeast,east,0.0,0
559,Clint Capela,8,4,7,0,0,0,ATL,southeast,east,57.142857142857146,4
560,John Collins,23,10,19,2,6,1,ATL,southeast,east,57.89473684210526,8
561,Kevin Huerter,7,3,8,1,4,3,ATL,southeast,east,43.75,2
562,Trae Young,22,9,20,0,4,13,ATL,southeast,east,45.0,9
563,Lou Williams,1,0,2,0,1,0,ATL,southeast,east,0.0,0
564,Bogdan Bogdanovic,18,6,13,4,9,5,ATL,southeast,east,61.53846153846154,2
565,Delon Wright,8,3,4,0,1,2,ATL,southeast,east,75.0,3
566,De'Andre Hunter,23,7,18,2,4,2,ATL,southeast,east,44.44444444444444,5
567,Onyeka Okongwu,4,1,2,0,0,1,ATL,southeast,east,50.0,1
568,Clint Capela,8,4,8,0,0,0,ATL,southeast,east,50.0,4
569,Bogdan Bogdanovic,5,2,10,1,3,3,ATL,southeast,east,25.0,1
570,John Collins,22,10,20,0,2,1,ATL,southeast,east,50.0,10
571,Trae Young,17,6,19,0,6,11,ATL,southeast,east,31.57894736842105,6
572,De'Andre Hunter,14,4,11,0,2,2,ATL,southeast,east,36.36363636363637,4
573,Onyeka Okongwu,4,2,3,0,0,1,ATL,southeast,east,66.66666666666667,2
574,Danilo Gallinari,11,4,8,1,3,0,ATL,southeast,east,56.25,3
575,Delon Wright,2,1,3,0,1,1,ATL,southeast,east,33.333333333333336,1
576,Kevin Huerter,11,4,13,3,8,2,ATL,southeast,east,42.30769230769231,1
577,Skylar Mays,0,0,0,0,0,0,ATL,southeast,east,,0
578,De'Andre Hunter,8,2,7,1,3,4,ATL,southeast,east,35.714285714285715,1
579,Trae Young,34,13,20,6,9,11,ATL,southeast,east,80.0,7
580,Kevin Knox II,2,1,3,0,1,1,ATL,southeast,east,33.333333333333336,1
581,John Collins,20,9,14,2,4,1,ATL,southeast,east,71.42857142857143,7
582,Timothe Luwawu-Cabarrot,3,1,5,1,3,1,ATL,southeast,east,30.0,0
583,Clint Capela,6,3,4,0,0,3,ATL,southeast,east,75.0,3
584,Gorgui Dieng,8,3,4,2,2,0,ATL,southeast,east,100.0,1
585,Kevin Huerter,12,5,9,2,5,4,ATL,southeast,east,66.66666666666667,3
586,Onyeka Okongwu,14,6,6,0,0,1,ATL,southeast,east,100.0,6
587,Delon Wright,4,2,5,0,0,5,ATL,southeast,east,40.0,2
588,Bogdan Bogdanovic,13,5,11,3,6,2,ATL,southeast,east,59.09090909090909,2
589,Danilo Gallinari,9,2,2,0,0,3,ATL,southeast,east,100.0,2
590,Danilo Gallinari,16,4,11,2,3,1,ATL,southeast,east,45.45454545454545,2
591,Onyeka Okongwu,4,2,5,0,0,4,ATL,southeast,east,40.0,2
592,Kevin Huerter,14,6,17,2,10,4,ATL,southeast,east,41.1764705882353,4
593,Delon Wright,7,3,7,1,4,1,ATL,southeast,east,50.0,2
594,Skylar Mays,0,0,1,0,0,0,ATL,southeast,east,0.0,0
595,De'Andre Hunter,10,5,11,0,4,0,ATL,southeast,east,45.45454545454545,5
596,Trae Young,18,6,15,2,8,11,ATL,southeast,east,46.666666666666664,4
597,Bogdan Bogdanovic,23,8,14,5,8,4,ATL,southeast,east,75.0,3
598,Gorgui Dieng,5,2,3,1,2,1,ATL,southeast,east,83.33333333333333,1
599,Kevin Knox II,2,1,1,0,0,1,ATL,southeast,east,100.0,1
600,John Collins,4,2,8,0,3,1,ATL,southeast,east,25.0,2
601,Timothe Luwawu-Cabarrot,5,2,4,1,1,0,ATL,southeast,east,62.5,1
602,Clint Capela,13,6,6,0,0,0,ATL,southeast,east,100.0,6
603,Onyeka Okongwu,4,2,4,0,0,0,ATL,southeast,east,50.0,2
604,De'Andre Hunter,10,4,16,2,7,3,ATL,southeast,east,31.25,2
605,Bogdan Bogdanovic,26,9,20,3,10,2,ATL,southeast,east,52.5,6
606,Lou Williams,3,1,5,1,2,2,ATL,southeast,east,30.0,0
607,Danilo Gallinari,5,2,8,1,3,0,ATL,southeast,east,31.25,1
608,Clint Capela,8,3,4,0,0,0,ATL,southeast,east,75.0,3
609,Delon Wright,2,1,3,0,1,0,ATL,southeast,east,33.333333333333336,1
610,Kevin Huerter,7,3,7,1,3,1,ATL,southeast,east,50.0,2
611,Trae Young,30,9,26,4,12,10,ATL,southeast,east,42.30769230769231,5
612,Sharife Cooper,0,0,0,0,0,0,ATL,southeast,east,,0
613,Trae Young,41,13,22,4,7,9,ATL,southeast,east,68.18181818181819,9
614,De'Andre Hunter,18,7,12,2,6,0,ATL,southeast,east,66.66666666666667,5
615,Kevin Huerter,13,4,8,3,5,3,ATL,southeast,east,68.75,1
616,Lou Williams,4,2,2,0,0,2,ATL,southeast,east,100.0,2
617,Danilo Gallinari,25,8,17,3,7,1,ATL,southeast,east,55.88235294117647,5
618,Bogdan Bogdanovic,10,4,8,2,6,3,ATL,southeast,east,62.5,2
619,Delon Wright,0,0,2,0,2,4,ATL,southeast,east,0.0,0
620,Onyeka Okongwu,8,3,4,0,0,0,ATL,southeast,east,75.0,3
621,Clint Capela,5,2,5,0,0,3,ATL,southeast,east,40.0,2
622,Jalen Johnson,0,0,1,0,1,0,ATL,southeast,east,0.0,0
623,Skylar Mays,0,0,0,0,0,0,ATL,southeast,east,,0
624,De'Andre Hunter,14,5,11,1,2,0,ATL,southeast,east,50.0,4
625,Trae Young,22,5,13,4,5,6,ATL,southeast,east,53.84615384615385,1
626,Kevin Knox II,3,0,5,0,1,1,ATL,southeast,east,0.0,0
627,Kevin Huerter,15,6,10,3,6,2,ATL,southeast,east,75.0,3
628,Timothe Luwawu-Cabarrot,0,0,2,0,0,0,ATL,southeast,east,0.0,0
629,Clint Capela,8,3,5,0,0,1,ATL,southeast,east,60.0,3
630,Gorgui Dieng,3,1,2,1,2,0,ATL,southeast,east,75.0,0
631,Onyeka Okongwu,12,6,7,0,0,1,ATL,southeast,east,85.71428571428571,6
632,Delon Wright,10,4,5,2,3,1,ATL,southeast,east,100.0,2
633,Bogdan Bogdanovic,23,9,13,4,6,6,ATL,southeast,east,84.61538461538461,5
634,Danilo Gallinari,11,3,7,2,4,1,ATL,southeast,east,57.142857142857146,1
635,Lou Williams,9,3,9,1,3,4,ATL,southeast,east,38.888888888888886,2
636,Kevin Knox II,2,1,1,0,0,0,ATL,southeast,east,100.0,1
637,Delon Wright,4,1,2,0,0,0,ATL,southeast,east,50.0,1
638,Bogdan Bogdanovic,27,11,24,5,12,3,ATL,southeast,east,56.25,6
639,Lou Williams,2,1,6,0,0,0,ATL,southeast,east,16.666666666666668,1
640,Onyeka Okongwu,8,3,3,0,0,5,ATL,southeast,east,100.0,3
641,De'Andre Hunter,2,0,4,0,2,1,ATL,southeast,east,0.0,0
642,Trae Young,14,3,17,0,5,10,ATL,southeast,east,17.647058823529413,3
643,Kevin Huerter,9,4,11,1,5,1,ATL,southeast,east,40.90909090909091,3
644,Clint Capela,14,7,11,0,0,0,ATL,southeast,east,63.63636363636363,7
645,Danilo Gallinari,26,10,18,2,4,0,ATL,southeast,east,61.111111111111114,8
646,Danilo Gallinari,3,1,9,1,6,3,ATL,southeast,east,16.666666666666668,0
647,Bogdan Bogdanovic,14,5,11,2,6,2,ATL,southeast,east,54.54545454545455,3
648,Delon Wright,6,2,2,2,2,1,ATL,southeast,east,150.0,0
649,Kevin Huerter,14,5,9,4,7,3,ATL,southeast,east,77.77777777777777,1
650,Onyeka Okongwu,17,6,6,0,0,1,ATL,southeast,east,100.0,6
651,Gorgui Dieng,3,1,2,1,1,2,ATL,southeast,east,75.0,0
652,Clint Capela,8,4,5,0,0,0,ATL,southeast,east,80.0,4
653,Timothe Luwawu-Cabarrot,0,0,0,0,0,0,ATL,southeast,east,,0
654,Kevin Knox II,1,0,1,0,1,0,ATL,southeast,east,0.0,0
655,Trae Young,41,17,24,1,4,11,ATL,southeast,east,72.91666666666667,16
656,De'Andre Hunter,14,4,11,2,4,4,ATL,southeast,east,45.45454545454545,2
657,Skylar Mays,2,1,1,0,0,0,ATL,southeast,east,100.0,1
658,Jalen Johnson,4,2,2,0,0,0,ATL,southeast,east,100.0,2
659,De'Andre Hunter,4,0,8,0,3,1,ATL,southeast,east,0.0,0
660,Kevin Huerter,9,4,13,1,5,3,ATL,southeast,east,34.61538461538461,3
661,Delon Wright,5,1,4,0,2,1,ATL,southeast,east,25.0,1
662,Bogdan Bogdanovic,25,10,16,3,9,3,ATL,southeast,east,71.875,7
663,Gorgui Dieng,2,1,2,0,1,0,ATL,southeast,east,50.0,1
664,Onyeka Okongwu,5,2,2,0,0,0,ATL,southeast,east,100.0,2
665,Trae Young,31,12,25,2,7,6,ATL,southeast,east,52.0,10
666,Clint Capela,5,2,4,0,0,0,ATL,southeast,east,50.0,2
667,Danilo Gallinari,12,4,9,1,4,1,ATL,southeast,east,50.0,3
668,Delon Wright,4,2,4,0,1,2,ATL,southeast,east,50.0,2
669,Bogdan Bogdanovic,20,5,13,4,10,2,ATL,southeast,east,53.84615384615385,1
670,Gorgui Dieng,6,2,4,2,4,2,ATL,southeast,east,75.0,0
671,Danilo Gallinari,11,4,10,1,5,0,ATL,southeast,east,45.0,3
672,Lou Williams,3,1,4,0,1,1,ATL,southeast,east,25.0,1
673,Clint Capela,12,5,5,0,0,3,ATL,southeast,east,100.0,5
674,De'Andre Hunter,18,7,13,2,4,1,ATL,southeast,east,61.53846153846154,5
675,Trae Young,39,11,18,7,9,13,ATL,southeast,east,80.55555555555556,4
676,Kevin Huerter,17,7,13,2,6,2,ATL,southeast,east,61.53846153846154,5
677,De'Andre Hunter,26,8,12,3,5,1,ATL,southeast,east,79.16666666666667,5
678,Trae Young,25,6,22,3,11,8,ATL,southeast,east,34.09090909090909,3
679,Kevin Huerter,5,2,7,1,2,1,ATL,southeast,east,35.714285714285715,1
680,Delon Wright,5,1,3,0,1,2,ATL,southeast,east,33.333333333333336,1
681,Clint Capela,12,5,9,0,0,0,ATL,southeast,east,55.55555555555556,5
682,Lou Williams,8,2,3,1,1,2,ATL,southeast,east,83.33333333333333,1
683,Danilo Gallinari,10,3,9,2,5,1,ATL,southeast,east,44.44444444444444,1
684,Bogdan Bogdanovic,17,7,17,3,8,2,ATL,southeast,east,50.0,4
685,John Collins,9,4,9,0,3,1,ATL,southeast,east,44.44444444444444,4
686,De'Andre Hunter,15,4,10,1,4,1,ATL,southeast,east,45.0,3
687,Trae Young,14,5,20,2,7,12,ATL,southeast,east,30.0,3
688,Lou Williams,13,6,8,1,2,1,ATL,southeast,east,81.25,5
689,Danilo Gallinari,14,5,9,3,6,0,ATL,southeast,east,72.22222222222223,2
690,Clint Capela,9,4,6,0,0,1,ATL,southeast,east,66.66666666666667,4
691,Delon Wright,4,2,5,0,3,5,ATL,southeast,east,40.0,2
